Полный адрес помещения,"Торговая площадь, вещественный",url,Месяц,"Дата открытия, категориальный","Торговая площадь, категориальный",Населенный пункт,Регион,Численность населения,Количество домохозяйств,"Трафик пеший, в час","Трафик авто, в час","Маркетплейсы, доставки, постаматы (100 м)",Медицинские уч. и аптеки (300 м),Школы (300 м),Остановки (300 м),Продуктовые магазины (500 м),Пятерочки (500 м),Ожидаемый трафик,Ожидаемый средний чек,Ожидаемая выручка
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,6,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,66517.51,1054.9390294122607,70171917.43832034
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,7,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,69352.14,1117.3273142392752,77489040.3229462
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,8,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,69245.875,1124.1782451836223,77844706.24370445
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,9,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,70332.202,1145.1751991639287,80542693.43298768
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,10,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,70098.349,1183.619763821021,82969791.28762351
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,11,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,69117.113,1219.600208934373,84295245.45574068
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,12,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68430.163,1359.4467586009905,93027163.28088744
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,1,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64631.63,1164.1507319429136,75240959.37116356
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,2,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64998.89,1164.5087892848726,75691778.69876061
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,3,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,66950.748,1174.5264403595413,78635423.7278487
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,4,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,67217.53,1155.233218116362,77651923.4957331
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,5,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68055.767,1144.2578665802998,77873346.75590599
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,6,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,66776.949,1113.4079222160008,74349984.03801385
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,7,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68549.536,1126.957339424877,77252402.70936982
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,8,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68339.861,1124.809156389918,76869301.39921425
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,9,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,69434.01,1134.8491641223306,78797128.21016154
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,10,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,69097.384,1178.7618604291981,81449360.91463071
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,11,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68068.116,1207.544758135303,82195296.67194575
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,12,Средний по возрасту,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,67775.637,1378.0237298899099,93396436.09440458
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,1,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,65596.442,1182.191597773474,77547562.57623501
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,2,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,65941.098,1177.4748717866776,77643985.91302274
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,3,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,67719.543,1183.6082240350531,80153408.02269542
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,4,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68057.391,1161.9173944375245,79077066.42293584
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,5,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68809.466,1154.8748764810875,79466323.5474796
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,6,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,67568.103,1126.9096606794203,76143148.02448213
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,7,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,69203.535,1136.650122241636,78660206.51730333
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,8,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,69023.389,1131.9086488930923,78128170.98501232
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,9,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,69965.119,1143.8102247815764,80026818.49025975
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,10,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,69760.094,1187.184919806636,82818131.60109338
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,11,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68796.422,1218.8903354010963,83855293.88597536
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,12,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68502.264,1417.8967035087912,97129134.30848894
"Санкт-Петербург, р-н Московский, Московская застава, м. Фрунзенская, Киевская улица, 5к4",270.0,https://spb.cian.ru/rent/commercial/312660468/?context=4.nCMDgIGdKyY.oFV9r0xLo8f355b1WDCf_Z_u3HyN9c_DDKnDXKDL6mI_97Iw6gZCkSqHcAkljywwwIj18xn6Ci1Q8K8zr7OOV0DgyZAyCaUzuCaPv7iKww&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,1,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,59283.384,904.3995566935629,53615866.20889426
"Санкт-Петербург, р-н Московский, Московская застава, м. Фрунзенская, Киевская улица, 5к4",270.0,https://spb.cian.ru/rent/commercial/312660468/?context=4.nCMDgIGdKyY.oFV9r0xLo8f355b1WDCf_Z_u3HyN9c_DDKnDXKDL6mI_97Iw6gZCkSqHcAkljywwwIj18xn6Ci1Q8K8zr7OOV0DgyZAyCaUzuCaPv7iKww&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,2,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,59924.707,908.7919088615022,54459088.86249623
"Санкт-Петербург, р-н Московский, Московская застава, м. Фрунзенская, Киевская улица, 5к4",270.0,https://spb.cian.ru/rent/commercial/312660468/?context=4.nCMDgIGdKyY.oFV9r0xLo8f355b1WDCf_Z_u3HyN9c_DDKnDXKDL6mI_97Iw6gZCkSqHcAkljywwwIj18xn6Ci1Q8K8zr7OOV0DgyZAyCaUzuCaPv7iKww&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,3,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,62085.053,920.8620526355869,57171769.343569204
"Санкт-Петербург, р-н Московский, Московская застава, м. Фрунзенская, Киевская улица, 5к4",270.0,https://spb.cian.ru/rent/commercial/312660468/?context=4.nCMDgIGdKyY.oFV9r0xLo8f355b1WDCf_Z_u3HyN9c_DDKnDXKDL6mI_97Iw6gZCkSqHcAkljywwwIj18xn6Ci1Q8K8zr7OOV0DgyZAyCaUzuCaPv7iKww&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,4,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,62889.382,920.9940041090096,57920743.74412107
